[1512月2024 22:47:27.472] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeclientuserdev, --version, MOD_DEV, --assetIndex, 1.18, --assetsDir, D:\.gradle\caches\forge_gradle\assets, --gameDir, ., --fml.forgeVersion, 39.1.0, --fml.mcVersion, 1.18.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20211210.034407, --mixin.config, betternaven.mixins.json]
[1512月2024 22:47:27.478] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 9.1.0+9.1.0+main.6690ee51 starting: java version 17.0.8.1 by Azul Systems, Inc.
[1512月2024 22:47:27.667] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/D:/.gradle/caches/modules-2/files-2.1/org.spongepowered/mixin/0.8.5/9d1c0c3a304ae6697ecd477218fa61b850bf57fc/mixin-0.8.5.jar%2327!/ Service=ModLauncher Env=CLIENT
[1512月2024 22:47:31.249] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[1512月2024 22:47:31.255] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeclientuserdev' with arguments [--version, MOD_DEV, --gameDir, ., --assetsDir, D:\.gradle\caches\forge_gradle\assets, --assetIndex, 1.18]
[22:47:45] [Render thread/WARN]: Assets URL 'union:/D:/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.18.1-39.1.0_mapped_official_1.18.1/forge-1.18.1-39.1.0_mapped_official_1.18.1-recomp.jar%2377!/assets/.mcassetsroot' uses unexpected schema
[22:47:45] [Render thread/WARN]: Assets URL 'union:/D:/.gradle/caches/forge_gradle/minecraft_user_repo/net/minecraftforge/forge/1.18.1-39.1.0_mapped_official_1.18.1/forge-1.18.1-39.1.0_mapped_official_1.18.1-recomp.jar%2377!/data/.mcassetsroot' uses unexpected schema
[1512月2024 22:47:45.695] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[22:47:45] [Render thread/INFO]: Setting user: Dev
[22:47:46] [Render thread/INFO]: Backend library: LWJGL version 3.2.2 SNAPSHOT
[22:47:49] [modloading-worker-0/INFO]: Forge mod loading, version 39.1.0, for MC 1.18.1 with MCP 20211210.034407
[22:47:49] [modloading-worker-0/INFO]: MinecraftForge v39.1.0 Initialized
[1512月2024 22:47:51.793] [Render thread/INFO] [com.mojang.text2speech.NarratorWindows/]: Narrator library for x64 successfully loaded
[22:47:52] [Render thread/INFO]: Enabled Gametest Namespaces: [betternaven]
[22:47:52] [Render thread/INFO]: Reloading ResourceManager: Default, Mod Resources
[1512月2024 22:47:55.233] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[1512月2024 22:47:57.878] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: UP_TO_DATE Current: 39.1.0 Target: null
[22:48:11] [Render thread/INFO]: OpenAL initialized on device OpenAL Soft on 扬声器 (MOONDROP Dawn Pro)
[22:48:11] [Render thread/INFO]: Sound engine started
[22:48:11] [Render thread/INFO]: Created: 1024x512x4 minecraft:textures/atlas/blocks.png-atlas
[22:48:11] [Render thread/INFO]: Created: 256x128x4 minecraft:textures/atlas/signs.png-atlas
[22:48:11] [Render thread/INFO]: Created: 512x512x4 minecraft:textures/atlas/banner_patterns.png-atlas
[22:48:11] [Render thread/INFO]: Created: 512x512x4 minecraft:textures/atlas/shield_patterns.png-atlas
[22:48:11] [Render thread/INFO]: Created: 256x256x4 minecraft:textures/atlas/chest.png-atlas
[22:48:11] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/beds.png-atlas
[22:48:11] [Render thread/INFO]: Created: 512x256x4 minecraft:textures/atlas/shulker_boxes.png-atlas
[22:48:13] [Render thread/INFO]: Created: 256x256x0 minecraft:textures/atlas/particles.png-atlas
[22:48:13] [Render thread/INFO]: Created: 256x256x0 minecraft:textures/atlas/paintings.png-atlas
[22:48:13] [Render thread/INFO]: Created: 128x128x0 minecraft:textures/atlas/mob_effects.png-atlas
[22:48:14] [Realms Notification Availability checker #1/INFO]: Could not authorize you against Realms server: Invalid session id
[22:49:13] [Render thread/INFO]: Injecting existing registry data into this CLIENT instance
[22:49:14] [Render thread/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[22:49:14] [Render thread/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[22:49:14] [Render thread/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[22:49:14] [Render thread/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[22:49:14] [Render thread/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[22:49:14] [Render thread/INFO]: Reloading ResourceManager: Default, , main
[22:49:16] [Render thread/INFO]: Loaded 7 recipes
[22:49:18] [Render thread/INFO]: Loaded 1141 advancements
[1512月2024 22:49:18.986] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[22:49:19] [Server thread/INFO]: Starting integrated minecraft server version 1.18.1
[22:49:19] [Server thread/INFO]: Generating keypair
[22:49:19] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[22:49:20] [Render thread/INFO]: Preparing spawn area: 0%
[22:49:20] [Render thread/INFO]: Preparing spawn area: 0%
[22:49:20] [Render thread/INFO]: Preparing spawn area: 0%
[22:49:20] [Render thread/INFO]: Preparing spawn area: 0%
[22:49:21] [Render thread/INFO]: Preparing spawn area: 0%
[22:49:21] [Render thread/INFO]: Preparing spawn area: 0%
[22:49:22] [Render thread/INFO]: Preparing spawn area: 2%
[22:49:22] [Render thread/INFO]: Preparing spawn area: 6%
[22:49:24] [Render thread/INFO]: Preparing spawn area: 15%
[22:49:24] [Render thread/INFO]: Preparing spawn area: 15%
[22:49:24] [Render thread/INFO]: Preparing spawn area: 15%
[22:49:24] [Render thread/INFO]: Preparing spawn area: 15%
[22:49:25] [Render thread/INFO]: Preparing spawn area: 27%
[22:49:25] [Render thread/INFO]: Preparing spawn area: 29%
[22:49:26] [Render thread/INFO]: Preparing spawn area: 40%
[22:49:27] [Render thread/INFO]: Preparing spawn area: 54%
[22:49:27] [Render thread/INFO]: Preparing spawn area: 61%
[22:49:27] [Render thread/INFO]: Preparing spawn area: 69%
[22:49:28] [Render thread/INFO]: Preparing spawn area: 73%
[22:49:29] [Render thread/INFO]: Preparing spawn area: 83%
[22:49:29] [Render thread/INFO]: Preparing spawn area: 83%
[22:49:30] [Render thread/INFO]: Preparing spawn area: 83%
[22:49:30] [Render thread/INFO]: Preparing spawn area: 85%
[22:49:30] [Server thread/INFO]: Successfully initialized permission handler forge:default_handler
[22:49:30] [Render thread/INFO]: Time elapsed: 11262 ms
[22:49:30] [Server thread/INFO]: Changing view distance to 2, from 10
[22:49:30] [Server thread/INFO]: Changing simulation distance to 5, from 0
[22:49:32] [Netty Local Client IO #0/INFO]: Connected to a modded server.
[22:49:32] [Server thread/INFO]: Using new advancement loading for net.minecraft.server.PlayerAdvancements@759adccd
[22:49:32] [Server thread/INFO]: Dev[local:E:41a47f85] logged in with entity id 17 at (185.142411912591, -59.0, 7.52522334551351)
[22:49:32] [Server thread/INFO]: Dev joined the game
[22:49:33] [Render thread/INFO]: Loaded 35 advancements
[22:49:34] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:34] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:34] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:34] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:35] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:35] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:35] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:35] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:35] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:35] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:35] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:35] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:36] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:36] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:36] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:37] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:38] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
[22:49:39] [pool-4-thread-1/INFO]: [CHAT] Iron Ore Found at: 191, -58, 9
